miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	31883	6834.452259	N
hsa-let-7a-2	63296	13568.155135	Y
hsa-let-7a-3	31786	6813.659301	N
hsa-let-7b	21731	4658.265597	N
hsa-let-7c	1313	281.455190	Y
hsa-let-7d	2545	545.547188	N
hsa-let-7e	3221	690.454811	N
hsa-let-7f-1	30183	6470.039599	N
hsa-let-7f-2	30765	6594.797345	N
hsa-let-7g	4254	911.889092	N
hsa-let-7i	868	186.064817	N
hsa-mir-100	8328	1785.193313	Y
hsa-mir-101-1	6672	1430.212510	N
hsa-mir-101-2	6602	1415.207283	N
hsa-mir-103a-1	43798	9388.556285	Y
hsa-mir-103a-2	44121	9457.794690	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1	0.214360	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	20	4.287208	Y
hsa-mir-106b	3553	761.622459	N
hsa-mir-107	469	100.535022	Y
hsa-mir-10a	526742	112912.619632	N
hsa-mir-10b	161663	34654.143447	N
hsa-mir-1-1	45	9.646217	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	1	0.214360	N
hsa-mir-1180	29	6.216451	N
hsa-mir-1181	6	1.286162	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	1	0.214360	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	53	11.361101	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.214360	N
hsa-mir-1226	5	1.071802	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	3	0.643081	N
hsa-mir-1229	3	0.643081	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	13	2.786685	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	30	6.430812	N
hsa-mir-1247	44	9.431857	N
hsa-mir-1248	170	36.441266	N
hsa-mir-1249	4	0.857442	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	1	0.214360	N
hsa-mir-1254-2	1	0.214360	N
hsa-mir-1255a	3	0.643081	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	4	0.857442	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	795	170.416509	N
hsa-mir-125b-1	410	87.887759	N
hsa-mir-125b-2	340	72.882532	N
hsa-mir-126	8884	1904.377689	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	8	1.714883	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	179	38.370509	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	23	4.930289	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	2269	486.383721	N
hsa-mir-1270	2	0.428721	N
hsa-mir-1271	1	0.214360	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	6	1.286162	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	11	2.357964	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	418	89.602642	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	283	60.663990	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	5	1.071802	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	60	12.861623	N
hsa-mir-1288	1	0.214360	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	1	0.214360	N
hsa-mir-1291	12	2.572325	N
hsa-mir-129-1	3	0.643081	N
hsa-mir-1292	0	0.000000	N
hsa-mir-129-2	3	0.643081	N
hsa-mir-1293	30	6.430812	N
hsa-mir-1294	2	0.428721	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	5	1.071802	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	17	3.644127	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	22	4.715929	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	22	4.715929	N
hsa-mir-1307	4427	948.973439	N
hsa-mir-130a	83	17.791912	N
hsa-mir-130b	87	18.649354	N
hsa-mir-132	292	62.593233	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	36	7.716974	Y
hsa-mir-133a-2	26	5.573370	Y
hsa-mir-133b	24	5.144649	Y
hsa-mir-134	1138	243.942122	N
hsa-mir-1343	2	0.428721	N
hsa-mir-135a-1	0	0.000000	N
hsa-mir-135a-2	1	0.214360	N
hsa-mir-135b	654	140.191694	N
hsa-mir-136	70	15.005227	N
hsa-mir-137	3	0.643081	N
hsa-mir-138-1	1	0.214360	N
hsa-mir-138-2	0	0.000000	N
hsa-mir-139	58	12.432903	N
hsa-mir-140	3344	716.821138	N
hsa-mir-141	8478	1817.347372	N
hsa-mir-142	4843	1038.147360	N
hsa-mir-143	936137	200670.690783	N
hsa-mir-144	142	30.439175	N
hsa-mir-145	8343	1788.408719	N
hsa-mir-1468	32	6.859532	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	180	38.584870	N
hsa-mir-146b	1713	367.199345	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	33	7.073893	N
hsa-mir-148a	214424	45964.011892	N
hsa-mir-148b	466	99.891941	N
hsa-mir-149	36	7.716974	N
hsa-mir-150	62	13.290344	N
hsa-mir-151a	16735	3587.321097	N
hsa-mir-151b	4	0.857442	N
hsa-mir-152	843	180.705807	N
hsa-mir-153-1	17	3.644127	N
hsa-mir-153-2	192	41.157195	N
hsa-mir-1537	1	0.214360	N
hsa-mir-1538	1	0.214360	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	7	1.500523	N
hsa-mir-155	1492	319.825699	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	423	90.674444	N
hsa-mir-15b	1287	275.881820	N
hsa-mir-16-1	1437	308.035878	N
hsa-mir-16-2	1426	305.677914	N
hsa-mir-17	5006	1073.088104	Y
hsa-mir-181a-1	691	148.123028	N
hsa-mir-181a-2	1820	390.135907	N
hsa-mir-181b-1	202	43.300798	N
hsa-mir-181b-2	159	34.083302	N
hsa-mir-181c	87	18.649354	N
hsa-mir-181d	14	3.001045	N
hsa-mir-182	114904	24630.866052	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	31532	6759.211763	N
hsa-mir-184	4	0.857442	N
hsa-mir-185	291	62.378873	N
hsa-mir-186	1036	222.077362	N
hsa-mir-187	3	0.643081	N
hsa-mir-188	23	4.930289	N
hsa-mir-18a	106	22.722201	Y
hsa-mir-18b	4	0.857442	Y
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	59	12.647263	N
hsa-mir-190b	1	0.214360	N
hsa-mir-191	2354	504.604354	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	360394	77254.197766	Y
hsa-mir-193a	717	153.696398	N
hsa-mir-193b	105	22.507841	N
hsa-mir-194-1	35955	7707.327760	N
hsa-mir-194-2	37952	8135.405455	N
hsa-mir-195	45	9.646217	N
hsa-mir-196a-1	646	138.476811	N
hsa-mir-196a-2	644	138.048090	N
hsa-mir-196b	959	205.571612	N
hsa-mir-197	875	187.565340	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	45	9.646217	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	2886	618.644081	Y
hsa-mir-199a-2	5428	1163.548187	Y
hsa-mir-199b	7294	1563.544672	Y
hsa-mir-19a	118	25.294526	N
hsa-mir-19b-1	349	74.811776	N
hsa-mir-19b-2	311	66.666081	N
hsa-mir-200a	8093	1734.818622	N
hsa-mir-200b	10752	2304.802895	N
hsa-mir-200c	62927	13489.056152	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	63345	13578.658794	N
hsa-mir-203b	1370	293.673732	N
hsa-mir-204	0	0.000000	N
hsa-mir-205	0	0.000000	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	0	0.000000	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	1312	281.240829	N
hsa-mir-20b	2	0.428721	N
hsa-mir-21	865758	185584.221018	N
hsa-mir-210	6297	1349.827365	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	11	2.357964	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	0	0.000000	N
hsa-mir-2115	3	0.643081	N
hsa-mir-2116	4	0.857442	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	46	9.860578	N
hsa-mir-214	59	12.647263	N
hsa-mir-215	17930	3843.481761	Y
hsa-mir-216a	2	0.428721	N
hsa-mir-216b	0	0.000000	N
hsa-mir-217	96	20.578597	N
hsa-mir-218-1	22	4.715929	N
hsa-mir-218-2	26	5.573370	N
hsa-mir-219a-1	19	4.072847	N
hsa-mir-219a-2	1	0.214360	N
hsa-mir-219b	1	0.214360	N
hsa-mir-22	144608	30998.227025	N
hsa-mir-221	1089	233.438463	N
hsa-mir-222	327	70.095847	N
hsa-mir-223	1471	315.324131	N
hsa-mir-224	244	52.303935	N
hsa-mir-2276	3	0.643081	N
hsa-mir-2277	2	0.428721	N
hsa-mir-2278	0	0.000000	N
hsa-mir-2355	286	61.307071	N
hsa-mir-2392	0	0.000000	N
hsa-mir-23a	22727	4871.768544	Y
hsa-mir-23b	4875	1045.006893	Y
hsa-mir-23c	0	0.000000	N
hsa-mir-24-1	5122	1097.953909	N
hsa-mir-24-2	5185	1111.458613	N
hsa-mir-2467	0	0.000000	N
hsa-mir-25	48088	10308.162351	N
hsa-mir-2681	0	0.000000	N
hsa-mir-2682	0	0.000000	N
hsa-mir-26a-1	3719	797.206284	N
hsa-mir-26a-2	3720	797.420644	N
hsa-mir-26b	4714	1010.494870	N
hsa-mir-27a	15726	3371.031466	Y
hsa-mir-27b	7465	1600.200298	Y
hsa-mir-28	47396	10159.824962	N
hsa-mir-2861	0	0.000000	N
hsa-mir-2909	0	0.000000	N
hsa-mir-296	22	4.715929	N
hsa-mir-297	0	0.000000	N
hsa-mir-298	0	0.000000	N
hsa-mir-299	20	4.287208	N
hsa-mir-29a	131309	28147.448222	N
hsa-mir-29b-1	2709	580.702292	N
hsa-mir-29b-2	4905	1051.437704	Y
hsa-mir-29c	9283	1989.907484	Y
hsa-mir-300	0	0.000000	N
hsa-mir-301a	10	2.143604	N
hsa-mir-301b	2	0.428721	N
hsa-mir-302a	0	0.000000	N
hsa-mir-302b	0	0.000000	N
hsa-mir-302c	0	0.000000	N
hsa-mir-302d	0	0.000000	N
hsa-mir-302e	0	0.000000	N
hsa-mir-302f	0	0.000000	N
hsa-mir-3064	1	0.214360	N
hsa-mir-3065	160	34.297662	N
hsa-mir-3074	20	4.287208	N
hsa-mir-30a	16472	3530.944315	Y
hsa-mir-30b	2257	483.811396	Y
hsa-mir-30c-1	878	188.208421	Y
hsa-mir-30c-2	828	177.490401	Y
hsa-mir-30d	10055	2155.393704	N
hsa-mir-30e	51382	11014.265469	Y
hsa-mir-31	57	12.218542	N
hsa-mir-3115	1	0.214360	N
hsa-mir-3116-1	0	0.000000	N
hsa-mir-3116-2	0	0.000000	N
hsa-mir-3117	4	0.857442	N
hsa-mir-3118-1	0	0.000000	N
hsa-mir-3118-2	0	0.000000	N
hsa-mir-3118-3	0	0.000000	N
hsa-mir-3118-4	0	0.000000	N
hsa-mir-3119-1	0	0.000000	N
hsa-mir-3119-2	0	0.000000	N
hsa-mir-3120	0	0.000000	N
hsa-mir-3121	0	0.000000	N
hsa-mir-3122	0	0.000000	N
hsa-mir-3123	0	0.000000	N
hsa-mir-3124	0	0.000000	N
hsa-mir-3125	0	0.000000	N
hsa-mir-3126	0	0.000000	N
hsa-mir-3127	42	9.003136	N
hsa-mir-3128	0	0.000000	N
hsa-mir-3129	0	0.000000	N
hsa-mir-3130-1	2	0.428721	N
hsa-mir-3130-2	4	0.857442	N
hsa-mir-3131	31	6.645172	N
hsa-mir-3132	0	0.000000	N
hsa-mir-3133	1	0.214360	N
hsa-mir-3134	0	0.000000	N
hsa-mir-3135a	0	0.000000	N
hsa-mir-3135b	0	0.000000	N
hsa-mir-3136	7	1.500523	N
hsa-mir-3137	0	0.000000	N
hsa-mir-3138	2	0.428721	N
hsa-mir-3139	0	0.000000	N
hsa-mir-3140	2	0.428721	N
hsa-mir-3141	0	0.000000	N
hsa-mir-3142	0	0.000000	N
hsa-mir-3143	0	0.000000	N
hsa-mir-3144	0	0.000000	N
hsa-mir-3145	1	0.214360	N
hsa-mir-3146	0	0.000000	N
hsa-mir-3147	0	0.000000	N
hsa-mir-3148	0	0.000000	N
hsa-mir-3149	0	0.000000	N
hsa-mir-3150a	0	0.000000	N
hsa-mir-3150b	6	1.286162	N
hsa-mir-3151	0	0.000000	N
hsa-mir-3152	0	0.000000	N
hsa-mir-3153	0	0.000000	N
hsa-mir-3154	0	0.000000	N
hsa-mir-3155a	1	0.214360	N
hsa-mir-3155b	0	0.000000	N
hsa-mir-3156-1	0	0.000000	N
hsa-mir-3156-2	0	0.000000	N
hsa-mir-3156-3	0	0.000000	N
hsa-mir-3157	5	1.071802	N
hsa-mir-3158-1	1	0.214360	N
hsa-mir-3158-2	1	0.214360	N
hsa-mir-3159	1	0.214360	N
hsa-mir-3160-1	0	0.000000	N
hsa-mir-3160-2	0	0.000000	N
hsa-mir-3161	0	0.000000	N
hsa-mir-3162	0	0.000000	N
hsa-mir-3163	0	0.000000	N
hsa-mir-3164	0	0.000000	N
hsa-mir-3165	0	0.000000	N
hsa-mir-3166	0	0.000000	N
hsa-mir-3167	0	0.000000	N
hsa-mir-3168	1	0.214360	N
hsa-mir-3169	0	0.000000	N
hsa-mir-3170	14	3.001045	N
hsa-mir-3171	0	0.000000	N
