miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	76773	6076.418363	N
hsa-let-7a-2	153495	12148.800186	Y
hsa-let-7a-3	76476	6052.911450	N
hsa-let-7b	62530	4949.115448	N
hsa-let-7c	20510	1623.322530	Y
hsa-let-7d	4050	320.548818	N
hsa-let-7e	8534	675.447805	N
hsa-let-7f-1	70996	5619.181198	N
hsa-let-7f-2	72653	5750.329196	N
hsa-let-7g	4635	366.850313	N
hsa-let-7i	2602	205.942722	N
hsa-mir-100	47355	3748.046730	Y
hsa-mir-101-1	27248	2156.620785	N
hsa-mir-101-2	28182	2230.544883	N
hsa-mir-103a-1	199708	15806.460064	Y
hsa-mir-103a-2	201388	15939.428462	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	2	0.158296	N
hsa-mir-105-2	1	0.079148	N
hsa-mir-106a	289	22.873730	Y
hsa-mir-106b	4764	377.060387	N
hsa-mir-107	1167	92.365548	Y
hsa-mir-10a	505009	39970.379706	N
hsa-mir-10b	167461	13254.179145	N
hsa-mir-1-1	2249	178.003529	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	138	10.922404	N
hsa-mir-1181	2	0.158296	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	2	0.158296	N
hsa-mir-1185-2	1	0.079148	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	2419	191.458664	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	4	0.316591	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	8	0.633183	N
hsa-mir-1227	1	0.079148	N
hsa-mir-1228	3	0.237444	N
hsa-mir-1229	2	0.158296	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.079148	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	1	0.079148	N
hsa-mir-124-2	1	0.079148	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	1	0.079148	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	19	1.503809	N
hsa-mir-1245b	2	0.158296	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	1342	106.216423	N
hsa-mir-1248	14	1.108070	N
hsa-mir-1249	11	0.870626	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	1	0.079148	N
hsa-mir-1254-2	4	0.316591	N
hsa-mir-1255a	6	0.474887	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	6	0.474887	N
hsa-mir-125a	3070	242.983919	N
hsa-mir-125b-1	2050	162.253105	N
hsa-mir-125b-2	2092	165.577315	N
hsa-mir-126	8617	682.017077	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	2	0.158296	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	7	0.554035	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	170	13.455136	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	0	0.000000	N
hsa-mir-1269b	83	6.569272	N
hsa-mir-127	6725	532.269333	N
hsa-mir-1270	3	0.237444	N
hsa-mir-1271	9	0.712331	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	11	0.870626	N
hsa-mir-1276	2	0.158296	N
hsa-mir-1277	6	0.474887	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	1254	99.251412	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	896	70.916479	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	2	0.158296	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	91	7.202455	N
hsa-mir-1288	2	0.158296	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	5	0.395739	N
hsa-mir-129-1	49	3.878245	N
hsa-mir-1292	3	0.237444	N
hsa-mir-129-2	48	3.799097	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	3	0.237444	N
hsa-mir-1295a	3	0.237444	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	43	3.403358	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	56	4.432280	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	34	2.691027	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	42	3.324210	N
hsa-mir-1307	4503	356.402796	N
hsa-mir-130a	223	17.649972	N
hsa-mir-130b	172	13.613431	N
hsa-mir-132	991	78.435525	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	2171	171.829996	Y
