miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	24000	3533.095016	N
hsa-let-7a-2	23624	3477.743194	N
hsa-let-7a-3	23915	3520.581971	N
hsa-let-7b	34699	5108.119332	N
hsa-let-7c	2632	387.462753	N
hsa-let-7d	5671	834.840910	N
hsa-let-7e	7556	1112.336081	N
hsa-let-7f-1	13320	1960.867734	N
hsa-let-7f-2	13436	1977.944360	N
hsa-let-7g	5149	757.996093	N
hsa-let-7i	887	130.577303	N
hsa-mir-100	2150	316.506429	N
hsa-mir-101-1	20891	3075.411999	N
hsa-mir-101-2	21070	3101.763000	N
hsa-mir-103a-1	55217	8128.621146	Y
hsa-mir-103a-2	55175	8122.438230	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1208	177.832449	N
hsa-mir-105-2	1209	177.979661	N
hsa-mir-106a	478	70.367476	Y
hsa-mir-106b	5117	753.285300	N
hsa-mir-107	316	46.519084	Y
hsa-mir-10a	920999	135582.374037	N
hsa-mir-10b	644628	94897.165589	N
hsa-mir-1-1	11	1.619335	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	1	0.147212	N
hsa-mir-1180	133	19.579235	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	1	0.147212	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	2	0.294425	N
hsa-mir-1185-2	1	0.147212	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	1	0.147212	N
hsa-mir-1-2	5	0.736061	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	4	0.588849	N
hsa-mir-1224	98	14.426805	N
hsa-mir-1225	1	0.147212	N
hsa-mir-1226	56	8.243888	N
hsa-mir-1227	3	0.441637	N
hsa-mir-1228	26	3.827520	N
hsa-mir-1229	87	12.807469	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.147212	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	1	0.147212	N
hsa-mir-124-2	1	0.147212	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	6	0.883274	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	2	0.294425	N
hsa-mir-1247	733	107.906610	N
hsa-mir-1248	7	1.030486	N
hsa-mir-1249	9	1.324911	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	1	0.147212	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	18	2.649821	N
hsa-mir-1254-2	19	2.797034	N
hsa-mir-1255a	10	1.472123	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	3	0.441637	N
hsa-mir-1257	1	0.147212	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	3213	472.993095	N
hsa-mir-125b-1	243	35.772587	N
hsa-mir-125b-2	227	33.417190	N
hsa-mir-126	15862	2335.081381	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	23	3.385883	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	348	51.229878	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	2	0.294425	N
hsa-mir-1269b	336	49.463330	N
hsa-mir-127	1482	218.168617	N
hsa-mir-1270	3	0.441637	N
hsa-mir-1271	11	1.619335	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	2	0.294425	N
hsa-mir-1275	4	0.588849	N
hsa-mir-1276	4	0.588849	N
hsa-mir-1277	13	1.913760	N
hsa-mir-1278	1	0.147212	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	858	126.308147	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	653	96.129627	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.147212	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	124	18.254324	N
hsa-mir-1288	1	0.147212	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	6	0.883274	N
hsa-mir-129-1	9	1.324911	N
hsa-mir-1292	4	0.588849	N
hsa-mir-129-2	7	1.030486	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	5	0.736061	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	51	7.507827	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	128	18.843173	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	395	58.148855	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	128	18.843173	N
hsa-mir-1307	26050	3834.880216	N
hsa-mir-130a	139	20.462509	N
