miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	15225	4424.645026	N
hsa-let-7a-2	15330	4455.159819	N
hsa-let-7a-3	15275	4439.175880	N
hsa-let-7b	21193	6159.047752	N
hsa-let-7c	947	275.214374	N
hsa-let-7d	1035	300.788677	N
hsa-let-7e	1161	337.406429	N
hsa-let-7f-1	16094	4677.191267	N
hsa-let-7f-2	16453	4781.522799	N
hsa-let-7g	1251	363.561966	N
hsa-let-7i	1290	374.896032	N
hsa-mir-100	2966	861.970256	N
hsa-mir-101-1	6052	1758.814561	N
hsa-mir-101-2	6139	1784.098247	N
hsa-mir-103a-1	62440	18146.130405	Y
hsa-mir-103a-2	61355	17830.810874	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1	0.290617	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	102	29.642942	Y
hsa-mir-106b	1924	559.147260	N
hsa-mir-107	451	131.068303	Y
hsa-mir-10a	157539	45783.523988	N
hsa-mir-10b	120842	35118.749045	N
hsa-mir-1-1	4	1.162468	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	191	55.507862	N
hsa-mir-1181	3	0.871851	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	1	0.290617	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	4	1.162468	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	2	0.581234	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	1	0.290617	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	4	1.162468	N
hsa-mir-1229	2	0.581234	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.290617	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.290617	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	2	0.581234	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	1	0.290617	N
hsa-mir-1247	170	49.404903	N
hsa-mir-1248	4	1.162468	N
hsa-mir-1249	6	1.743702	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	0	0.000000	N
hsa-mir-1254-2	4	1.162468	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	1	0.290617	N
hsa-mir-125a	823	239.177856	N
hsa-mir-125b-1	193	56.089096	N
hsa-mir-125b-2	175	50.857989	N
hsa-mir-126	2545	739.620466	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	5	1.453085	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	214	62.192055	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	11	3.196788	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	2840	825.352504	N
hsa-mir-1270	0	0.000000	N
hsa-mir-1271	3	0.871851	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
