id	filename	md5	size	state
9593a218-75c6-4495-a48e-ee4b64be4dd3	mirnas.quantification.txt	2b271322bf692b172df78aaa63b76397	50424	submitted
7574d753-b71a-4a6c-ab69-5cbef0a47c04	mirnas.quantification.txt	cf1839b1bc8bb528d96237a9e616773d	50167	submitted
6605d877-4d74-4a71-b612-3f7874734da9	mirnas.quantification.txt	f55bf2038cc8e531de4d1f628f79b478	50061	submitted
de1568d3-7da0-47b0-8b34-fb635b23b4bb	mirnas.quantification.txt	3b0fb5992cc49e0c37aad315dd8a31ab	50191	submitted
68077db5-4047-4d33-a0a1-e403be116b8c	mirnas.quantification.txt	9a4e578f999f3b065cd9930121dd734a	50227	submitted
b76b90dd-39ca-47e6-9640-58aed0ea1b5a	mirnas.quantification.txt	ca5b619c5cbdf19a129b4ea6ece09afc	50071	submitted
654cb802-2078-4fad-b36b-93f497df4941	mirnas.quantification.txt	f0793252888458b2903470ad0470ec70	50220	submitted
0fa73352-ac39-4751-afe5-83ad6f21db14	mirnas.quantification.txt	cf05458f1dd53958d819a58cf56b689e	50236	submitted
7096342a-7be2-46d7-94fe-3b5fcfcd2420	mirnas.quantification.txt	c456cfb5089fd3e31d3eea502cc506ba	50374	submitted
3d388785-862c-470f-bbc1-771e62b5d2ce	mirnas.quantification.txt	9592d3a954e2a1d59f5ef1b015239dc6	50404	submitted
8d7b59d2-025b-4770-997e-229b5a95ad61	mirnas.quantification.txt	d09ce598b47435d8ee376bbf7e7601a2	50357	submitted
b175a21e-195a-4334-adf9-741a3c7a4237	mirnas.quantification.txt	6b9bce7d2e76b2aa3cf5cb6fba29fd2d	50433	submitted
7254e7b7-805a-425d-9764-a123ae997955	mirnas.quantification.txt	53d4923327a818e14b0b6ce7168c6501	49931	submitted
c3383179-b877-4b91-9a08-38cea45cfdb0	mirnas.quantification.txt	5997ec74e90506b21977b11b4ae3622a	50405	submitted
6f7cd348-f732-40f3-82bb-6544ac8f67cb	mirnas.quantification.txt	f78f99c74556f0ec614f52a082fad1db	50081	submitted
f780861b-740f-4f54-aef0-b068bc73ec44	mirnas.quantification.txt	9cb1477150f1fa5d54eb8fb87b8dcae5	50088	submitted
ef214b29-158a-4ffb-8905-cdc0ce0bee67	mirnas.quantification.txt	256b72186714ea6a8652a8d7e04d1750	50057	submitted
84ca53d7-508a-4786-bf8a-5b3ed2dde1be	mirnas.quantification.txt	17f1d327636fc81a71d258f48e94970c	50270	submitted
322a9ded-9051-4081-b904-cdb9d728f436	mirnas.quantification.txt	fb06325ee33850278998f23541f8847b	50290	submitted
9196bfd2-38e9-47f5-b2ca-d9e146c064ed	mirnas.quantification.txt	e70919935e3efb3f980eb396118a590c	50311	submitted
1199a286-100e-43ae-9e02-911b4b70bed0	mirnas.quantification.txt	218b5c510b977f1bc8571e6263097e4c	50068	submitted
1215ad14-b27d-4ce3-b1f9-9ac1063a7d23	mirnas.quantification.txt	cfff3cc065c3522d33b83bf2edb0b0a6	50180	submitted
506569cc-0654-4da2-9e15-349abc638a9e	mirnas.quantification.txt	ba5ac80d017993030f8bbf6f4bf75c95	50213	submitted
48b6f97e-dc3a-4e2d-b754-9fb78182cd77	mirnas.quantification.txt	6d2afcbd4d7804cef580b4dac44a3a1e	50287	submitted
189abb1d-c7b6-4baa-b396-2389f359d121	mirnas.quantification.txt	8dbfc49c22b353694df5cd37c178fe94	50246	submitted
3d5f6542-cd74-4bff-964a-1101b71d51fc	mirnas.quantification.txt	1e6b5aebb77068892ebf358eaf4a887e	50258	submitted
4c30199b-94b0-47aa-beb2-557bca4b814a	mirnas.quantification.txt	7f89c1a4114fdbc5ba69b335d574106d	50312	submitted
d0590e6b-80ea-4336-a60a-d648d6fabeb8	mirnas.quantification.txt	190c5a6a1971e2143ae70f174d27fa92	50396	submitted
7c5456a0-12c7-4115-9fc7-958ec7d85b0c	mirnas.quantification.txt	37e364c9ee1960633e46d43ca91c343e	50186	submitted
c5fed373-be26-44ed-9ec0-0821cb4bc942	mirnas.quantification.txt	37cae32b719e6540f6b6626f36a04875	50392	submitted
9c5b1fa8-35c9-48cc-b774-03e7967af6f6	mirnas.quantification.txt	c70753d1ae3d2777c18c9aa247a4c7cd	50354	submitted
f8ac5ffb-f128-43ac-b67a-cf83be0b67d8	mirnas.quantification.txt	ddc243bd8acf09c4123bddeea339b2d1	50217	submitted
3b4c5783-1683-423d-b227-6ea0bcee8a62	mirnas.quantification.txt	3759d86531b96ad400bc5b3a2907c24f	50405	submitted
1c0cf6fd-ab07-471b-8a47-538515971ec6	mirnas.quantification.txt	fded19c7fdd4d967ab6a857f00b3c691	50386	submitted
5100ca4b-05d2-400c-9dc9-6f5f8520f040	mirnas.quantification.txt	9b3e8132797a0b6533fbf19ca873ef7d	50239	submitted
b0b041d7-663b-4a9b-892a-57419bfca28f	mirnas.quantification.txt	959217b16e32f1c9437ba4093d44db28	50216	submitted
6a7deef4-f340-4b90-908c-a5e7c6e153a9	mirnas.quantification.txt	2eee0de133d49b27dfffdea4cc157b81	50138	submitted
f078040d-3b68-43bf-935e-60c5519d52c9	mirnas.quantification.txt	8e0d5b91df9dbfa0fb9352cb9dd3edf1	50222	submitted
f8245ca8-bd08-4940-b176-9913fc99d602	mirnas.quantification.txt	ee2157aaf7c063039b95ce03ce74eb40	50209	submitted
a0d3dc62-529e-443e-ad57-c2b2de633794	mirnas.quantification.txt	5257ad2c5d0e367b0b4f4381b692af11	50089	submitted
