miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	22288	5894.546645	N
hsa-let-7a-2	22122	5850.644333	N
hsa-let-7a-3	22599	5976.797363	N
hsa-let-7b	28333	7493.278450	N
hsa-let-7c	1239	327.680514	N
hsa-let-7d	1401	370.524939	N
hsa-let-7e	2914	770.670716	N
hsa-let-7f-1	12942	3422.793552	N
hsa-let-7f-2	13306	3519.061273	N
hsa-let-7g	1818	480.809664	N
hsa-let-7i	1407	372.111770	N
hsa-mir-100	8721	2306.458242	N
hsa-mir-101-1	10781	2851.270073	N
hsa-mir-101-2	10605	2804.723043	N
hsa-mir-103a-1	53092	14041.334821	Y
hsa-mir-103a-2	53392	14120.676350	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	0	0.000000	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	64	16.926193	Y
hsa-mir-106b	3109	822.242710	N
hsa-mir-107	648	171.377702	Y
hsa-mir-10a	78935	20876.078582	N
hsa-mir-10b	125704	33245.158448	N
hsa-mir-1-1	29	7.669681	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	53	14.017003	N
hsa-mir-1181	5	1.322359	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	34	8.992040	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	1	0.264472	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	1	0.264472	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	2	0.528944	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	3	0.793415	N
hsa-mir-1229	0	0.000000	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	1	0.264472	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	9	2.380246	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	2	0.528944	N
hsa-mir-1247	6394	1691.032450	N
hsa-mir-1248	11	2.909189	N
hsa-mir-1249	10	2.644718	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	2	0.528944	N
hsa-mir-1254-2	1	0.264472	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	1041	275.315105	N
hsa-mir-125b-1	571	151.013376	N
hsa-mir-125b-2	612	161.856719	N
hsa-mir-126	6120	1618.567187	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	1	0.264472	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	0	0.000000	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	45	11.901229	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	6	1.586831	N
hsa-mir-1269b	44	11.636758	N
hsa-mir-127	3353	886.773820	N
hsa-mir-1270	0	0.000000	N
hsa-mir-1271	9	2.380246	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.264472	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	2	0.528944	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	521	137.789788	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	334	88.333569	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.264472	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	51	13.488060	N
hsa-mir-1288	2	0.528944	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	1	0.264472	N
hsa-mir-129-1	2	0.528944	N
hsa-mir-1292	0	0.000000	N
hsa-mir-129-2	3	0.793415	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	1	0.264472	N
hsa-mir-1296	32	8.463096	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	34	8.992040	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	13	3.438133	N
hsa-mir-1305	1	0.264472	N
hsa-mir-1306	17	4.496020	N
hsa-mir-1307	7228	1911.601900	N
hsa-mir-130a	123	32.530027	N
hsa-mir-130b	150	39.670764	N
hsa-mir-132	336	88.862512	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	36	9.520983	Y
hsa-mir-133a-2	15	3.967076	N
hsa-mir-133b	10	2.644718	Y
hsa-mir-134	1452	384.012999	N
hsa-mir-1343	0	0.000000	N
hsa-mir-135a-1	1	0.264472	N
hsa-mir-135a-2	0	0.000000	N
hsa-mir-135b	15	3.967076	N
hsa-mir-136	175	46.282558	N
hsa-mir-137	0	0.000000	N
hsa-mir-138-1	3	0.793415	N
hsa-mir-138-2	2	0.528944	N
hsa-mir-139	64	16.926193	N
hsa-mir-140	2746	726.239460	N
hsa-mir-141	6478	1713.248078	N
hsa-mir-142	6274	1659.295839	N
hsa-mir-143	353969	93614.805341	N
hsa-mir-144	184	48.662804	N
hsa-mir-145	7541	1994.381562	N
hsa-mir-1468	14	3.702605	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	585	154.715981	N
hsa-mir-146b	2094	553.803871	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	36	9.520983	N
hsa-mir-148a	152216	40256.833818	N
hsa-mir-148b	249	65.853469	N
hsa-mir-149	62	16.397249	N
hsa-mir-150	1279	338.259384	N
hsa-mir-151a	6333	1674.899673	N
hsa-mir-151b	2	0.528944	N
hsa-mir-152	566	149.691018	N
hsa-mir-153-1	2	0.528944	N
hsa-mir-153-2	45	11.901229	N
hsa-mir-1537	1	0.264472	N
hsa-mir-1538	1	0.264472	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	20	5.289435	N
hsa-mir-155	1125	297.530733	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	545	144.137111	N
hsa-mir-15b	644	170.319815	N
hsa-mir-16-1	667	176.402666	N
hsa-mir-16-2	686	181.427629	N
hsa-mir-17	9530	2520.415898	Y
hsa-mir-181a-1	1886	498.793744	N
hsa-mir-181a-2	5020	1327.648248	N
hsa-mir-181b-1	325	85.953323	N
hsa-mir-181b-2	326	86.217795	N
hsa-mir-181c	371	98.119024	N
hsa-mir-181d	71	18.777495	N
hsa-mir-182	31014	8202.327246	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	16759	4432.282270	N
hsa-mir-184	0	0.000000	N
hsa-mir-185	299	79.077057	N
hsa-mir-186	724	191.477556	N
hsa-mir-187	3	0.793415	N
hsa-mir-188	16	4.231548	N
hsa-mir-18a	116	30.678724	N
hsa-mir-18b	0	0.000000	N
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	21	5.553907	N
hsa-mir-190b	0	0.000000	N
hsa-mir-191	2539	671.493805	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	412595	109119.726896	Y
hsa-mir-193a	488	129.062220	N
hsa-mir-193b	142	37.554990	N
hsa-mir-194-1	26399	6981.790061	N
hsa-mir-194-2	31788	8407.028390	N
hsa-mir-195	43	11.372286	N
hsa-mir-196a-1	1093	289.067637	N
hsa-mir-196a-2	1079	285.365032	N
hsa-mir-196b	25825	6829.983270	N
hsa-mir-197	1093	289.067637	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	28	7.405209	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	7769	2054.681124	Y
hsa-mir-199a-2	13885	3672.190424	Y
hsa-mir-199b	18997	5024.170074	Y
hsa-mir-19a	201	53.158824	N
hsa-mir-19b-1	498	131.706938	N
hsa-mir-19b-2	421	111.342612	N
hsa-mir-200a	6720	1777.250245	N
hsa-mir-200b	5318	1406.460834	N
hsa-mir-200c	33787	8935.707443	N
hsa-mir-202	1	0.264472	N
hsa-mir-203a	83169	21995.852025	N
hsa-mir-203b	649	171.642174	N
hsa-mir-204	5	1.322359	N
hsa-mir-205	2	0.528944	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	4	1.057887	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	2599	687.362111	N
hsa-mir-20b	11	2.909189	N
hsa-mir-21	1155273	305537.086611	N
hsa-mir-210	2904	768.025999	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	4	1.057887	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	0	0.000000	N
hsa-mir-2115	1	0.264472	N
hsa-mir-2116	2	0.528944	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	31	8.198625	N
hsa-mir-214	141	37.290519	N
hsa-mir-215	2719	719.098723	Y
hsa-mir-216a	9	2.380246	N
hsa-mir-216b	0	0.000000	N
hsa-mir-217	338	89.391456	N
hsa-mir-218-1	30	7.934153	N
hsa-mir-218-2	27	7.140738	N
hsa-mir-219a-1	24	6.347322	N
hsa-mir-219a-2	0	0.000000	N
hsa-mir-219b	1	0.264472	N
hsa-mir-22	229854	60789.892524	N
hsa-mir-221	613	162.121190	N
hsa-mir-222	229	60.564034	N
hsa-mir-223	1002	265.000706	N
hsa-mir-224	212	56.068014	N
hsa-mir-2276	1	0.264472	N
hsa-mir-2277	3	0.793415	N
hsa-mir-2278	0	0.000000	N
hsa-mir-2355	128	33.852386	N
hsa-mir-2392	0	0.000000	N
hsa-mir-23a	20590	5445.473592	Y
hsa-mir-23b	5002	1322.887757	Y
hsa-mir-23c	3	0.793415	N
hsa-mir-24-1	2663	704.288304	N
hsa-mir-24-2	2592	685.510809	N
hsa-mir-2467	0	0.000000	N
hsa-mir-25	47550	12575.632312	N
hsa-mir-2681	0	0.000000	N
hsa-mir-2682	0	0.000000	N
hsa-mir-26a-1	2390	632.087513	N
hsa-mir-26a-2	2416	638.963778	N
hsa-mir-26b	2246	594.003579	N
hsa-mir-27a	14074	3722.175587	Y
hsa-mir-27b	9663	2555.590642	Y
hsa-mir-28	16815	4447.092688	N
hsa-mir-2861	0	0.000000	N
hsa-mir-2909	0	0.000000	N
hsa-mir-296	52	13.752532	N
hsa-mir-297	0	0.000000	N
hsa-mir-298	0	0.000000	N
hsa-mir-299	14	3.702605	N
hsa-mir-29a	30568	8084.372840	N
hsa-mir-29b-1	1398	369.731524	N
hsa-mir-29b-2	1231	325.564740	N
hsa-mir-29c	3153	833.879468	N
hsa-mir-300	0	0.000000	N
hsa-mir-301a	17	4.496020	N
hsa-mir-301b	5	1.322359	N
hsa-mir-302a	0	0.000000	N
hsa-mir-302b	0	0.000000	N
hsa-mir-302c	0	0.000000	N
hsa-mir-302d	0	0.000000	N
hsa-mir-302e	0	0.000000	N
hsa-mir-302f	0	0.000000	N
hsa-mir-3064	0	0.000000	N
hsa-mir-3065	18	4.760492	N
hsa-mir-3074	18	4.760492	N
hsa-mir-30a	22496	5949.556772	Y
hsa-mir-30b	1720	454.891432	Y
hsa-mir-30c-1	1005	265.794121	Y
hsa-mir-30c-2	951	251.512646	Y
hsa-mir-30d	9527	2519.622482	N
hsa-mir-30e	33994	8990.453098	Y
hsa-mir-31	16	4.231548	N
hsa-mir-3115	0	0.000000	N
hsa-mir-3116-1	0	0.000000	N
hsa-mir-3116-2	0	0.000000	N
hsa-mir-3117	1	0.264472	N
hsa-mir-3118-1	0	0.000000	N
hsa-mir-3118-2	0	0.000000	N
hsa-mir-3118-3	0	0.000000	N
hsa-mir-3118-4	0	0.000000	N
hsa-mir-3119-1	0	0.000000	N
hsa-mir-3119-2	0	0.000000	N
hsa-mir-3120	0	0.000000	N
hsa-mir-3121	0	0.000000	N
hsa-mir-3122	0	0.000000	N
hsa-mir-3123	0	0.000000	N
hsa-mir-3124	0	0.000000	N
hsa-mir-3125	0	0.000000	N
hsa-mir-3126	0	0.000000	N
hsa-mir-3127	31	8.198625	N
hsa-mir-3128	1	0.264472	N
hsa-mir-3129	0	0.000000	N
hsa-mir-3130-1	12	3.173661	N
hsa-mir-3130-2	15	3.967076	N
hsa-mir-3131	14	3.702605	N
hsa-mir-3132	0	0.000000	N
hsa-mir-3133	1	0.264472	N
hsa-mir-3134	0	0.000000	N
hsa-mir-3135a	0	0.000000	N
hsa-mir-3135b	0	0.000000	N
hsa-mir-3136	3	0.793415	N
hsa-mir-3137	0	0.000000	N
hsa-mir-3138	0	0.000000	N
hsa-mir-3139	0	0.000000	N
hsa-mir-3140	1	0.264472	N
hsa-mir-3141	0	0.000000	N
hsa-mir-3142	0	0.000000	N
hsa-mir-3143	0	0.000000	N
hsa-mir-3144	0	0.000000	N
hsa-mir-3145	0	0.000000	N
hsa-mir-3146	0	0.000000	N
hsa-mir-3147	0	0.000000	N
hsa-mir-3148	0	0.000000	N
hsa-mir-3149	0	0.000000	N
hsa-mir-3150a	0	0.000000	N
hsa-mir-3150b	9	2.380246	N
hsa-mir-3151	0	0.000000	N
hsa-mir-3152	1	0.264472	N
hsa-mir-3153	0	0.000000	N
